genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Alternative,Five Finger Death Punch,Far From Home,7dmXD9P68MmRuAY8BA3x42,53,0.00149,0.464,212493,0.688,3.85e-06,B,0.169,-5.352,Minor,0.0298,137.882,4/4,0.228
Alternative,Masego,Queen Tings,5tkR9JkBj3Ueeo8W4k8IZD,59,0.598,0.818,188053,0.461,0.000135,F#,0.108,-6.475,Minor,0.292,88.006,4/4,0.532
Alternative,The 1975,I Like America & America Likes Me,1RHuBRoACkLRo2vjGqFCwf,60,0.0392,0.439,206756,0.683,0,D#,0.109,-6.217,Major,0.0418,137.901,4/4,0.0725
Alternative,D'Angelo,Lady,7AjfklMN4WpQYz5FkT4E66,58,0.14,0.815,346267,0.364,0.0255,G#,0.121,-11.834,Minor,0.089,84.898,4/4,0.723
Alternative,311,Dream State,4u7SAPZTTVuWWzr947DbfH,44,0.000252,0.447,195333,0.88,0,F,0.306,-6.257,Major,0.058,136.992,4/4,0.346
Alternative,311,Crossfire,5v27QYVPv6IcsQ5kHSAMyz,44,0.00171,0.455,158386,0.972,8.89e-06,G,0.405,-3.303,Major,0.152,170.151,4/4,0.257
Alternative,BANKS,Gimme,14BPKhtTkVVTwSfWslRJW9,63,0.508,0.759,219493,0.621,4.49e-05,D,0.265,-5.233,Minor,0.0866,120.053,4/4,0.612
Alternative,Five Finger Death Punch,The Bleeding,5lVBP1Ztfbw41KoZlTPfZg,54,0.00149,0.322,268667,0.812,0,C,0.0986,-5.568,Minor,0.0505,159.933,4/4,0.124
Alternative,System Of A Down,Violent Pornography,249Z7XT6mf8B2zuI0RaeS0,63,0.0279,0.458,211333,0.958,0,F#,0.108,-2.331,Major,0.0854,142.706,4/4,0.589
Alternative,Papa Roach,Falling Apart,1Ka4sX789wNftDGgjCO2h7,60,8.26e-05,0.528,188920,0.942,0,D#,0.344,-2.825,Minor,0.0512,110.058,4/4,0.421
Alternative,Red Hot Chili Peppers,Sick Love,6GsP3uMCd0Dn5T37C93waZ,62,0.183,0.591,221440,0.794,0,E,0.292,-5.935,Minor,0.069,147.974,4/4,0.875
Alternative,Nothing More,Do You Really Want It,48gS3f9HDsXtlMBVdwvC2Z,55,8.6e-05,0.223,233333,0.891,0.000422,G,0.107,-4.918,Major,0.133,170.6,4/4,0.558
Alternative,Breaking Benjamin,Tourniquet,5xgXG5BfCNO6KJrQOHKprg,57,1.5e-05,0.179,249467,0.953,0.00109,F,0.363,-2.686,Major,0.202,153.955,5/4,0.337
Alternative,Noname,Diddy Bop (feat. Cam O'bi & Raury),6JvfBzqZmSiEG5MjM7OcSY,60,0.713,0.637,208000,0.503,0.000113,C#,0.109,-6.927,Major,0.336,81.061,4/4,0.661
Alternative,Nickelback,If Everyone Cared,44w63XqGr3sATAzOnOySgF,53,0.000273,0.522,215106,0.874,0.00579,F#,0.261,-4.392,Minor,0.0362,132.018,4/4,0.196
Alternative,Sabrina Claudio,All My Love,454UyoTlRt9FFI9ErpMPMk,60,0.384,0.725,154483,0.888,0.00269,F,0.163,-4.272,Major,0.246,87.011,4/4,0.595
Alternative,Megadeth,Symphony Of Destruction,51TG9W3y9qyO8BY5RXKgnZ,66,0.000805,0.61,246733,0.891,0.0928,E,0.0657,-5.452,Minor,0.0587,139.903,4/4,0.51
Alternative,Kali Uchis,Loner,6m6R6O2BOZDCNymhJ45spI,56,0.873,0.722,212000,0.675,0.118,C#,0.305,-5.61,Minor,0.0775,120.012,4/4,0.507
Alternative,grandson,Stick Up,5ZSKZ0wMdlMi4bQ3XZXXsp,57,0.000261,0.31,222560,0.932,3.71e-06,B,0.349,-4.764,Minor,0.262,135.944,4/4,0.304
Alternative,Eve 6,Here's to the Night,4tgeQrPu5xkrnwErym2JsJ,54,0.0405,0.583,249840,0.652,0.000378,G,0.0781,-6.255,Major,0.0244,97.469,4/4,0.352
Alternative,BANKS,Alaska,7nEwJkt49lvrzSpSW5pjRo,58,0.699,0.641,187133,0.446,0.0288,F,0.229,-8.861,Minor,0.25,172.116,4/4,0.72
Alternative,311,Rolling Through,2WYop6dv85ED2WZD739g9v,44,0.00202,0.444,173787,0.856,0,A,0.0708,-6.874,Major,0.189,179.37,4/4,0.699
Alternative,Third Eye Blind,Motorcycle Drive By,47wtXjG0Sk6DI6cjkRBcEg,58,0.0127,0.422,262627,0.577,0.000861,C,0.0848,-9.292,Major,0.0263,122.506,4/4,0.615
Alternative,FKA twigs,Cellophane,3VwZqgfrM3xb1usuLprkTu,62,0.884,0.463,204249,0.282,0.000158,D,0.0983,-12.075,Major,0.0424,106.952,4/4,0.244
Alternative,Blood Orange,Baby Florence (Figure),7r6bmQt0kYZZL97ihXsNWU,56,0.00649,0.764,177979,0.652,0.72,G,0.179,-12.144,Major,0.054,120.02,4/4,0.038
Alternative,Thrice,Black Honey,5OeY5LebIOzD9Zvat1Dikf,58,0.00267,0.442,239451,0.892,7.92e-06,A,0.0758,-6.431,Minor,0.086,151.914,4/4,0.237
Alternative,Foo Fighters,Times Like These,67vYdAAM3oGsEImCRfbtsF,61,1.4e-05,0.377,265560,0.908,1.4e-05,E,0.241,-3.793,Minor,0.0899,144.563,4/4,0.265
Alternative,Sabrina Claudio,Don't Let Me Down (feat. Khalid),2cSiyndkQZRPmYOfrk9WlC,59,0.5,0.58,176688,0.636,0.00449,C#,0.279,-7.661,Major,0.11,104.853,4/4,0.253
Alternative,311,Better Space,4h5sATAiGF7iVUhTHDMJhv,44,0.00316,0.291,203707,0.866,5.17e-06,D,0.336,-5.883,Major,0.0594,200.11,4/4,0.248
Alternative,Big Daddy Weave,Redeemed,7zuwaenG5AF0vG7o7kMduX,54,0.374,0.329,276187,0.509,0,B,0.12,-6.607,Major,0.0333,127.119,3/4,0.227
Alternative,Big K.R.I.T.,Addiction (feat. Lil Wayne & Saweetie),6iIQFnknhqitV3qJXICseF,57,0.0564,0.607,169944,0.618,0,C#,0.0877,-5.697,Major,0.316,186.991,4/4,0.504
Alternative,In This Moment,Black Wedding (feat. Rob Halford),3zUwwYcmob803s2Bkck8GY,60,0.00796,0.54,247373,0.967,0,C#,0.683,-4.174,Minor,0.162,136.896,4/4,0.293
Alternative,for KING & COUNTRY,Priceless,7BTmtN6bP35E54vVASTqao,57,0.00532,0.529,208520,0.769,0,B,0.19,-6.369,Major,0.0469,73.946,4/4,0.66
Alternative,Still Woozy,Ipanema,6y5CTUxwSD9yM8656nqOEV,55,0.216,0.751,127044,0.473,0.0774,C#,0.267,-11.458,Major,0.199,147.437,4/4,0.868
Alternative,Flight Facilities,Crave You - Adventure Club Remix,283LAlCpfArRZOXPfkOQj0,59,0.00586,0.634,236931,0.692,0.000116,C#,0.0726,-5.646,Minor,0.0997,140.029,4/4,0.0839
Alternative,Slayer,Raining Blood,01Mpj13vURSO3cCLprPt5T,59,0.00052,0.295,254400,0.995,0.36,C#,0.127,-4.423,Minor,0.2,110.25,3/4,0.0376
Alternative,GZA,Shadowboxin',7bp5DfkdK1OAvNJ1U4HfDA,62,0.0071,0.703,209973,0.646,3.8e-06,C#,0.16,-10.036,Major,0.372,92.029,4/4,0.752
Alternative,Choker,Juno,6OpU3cvY19M2hFxTbLKy5L,55,0.921,0.442,231681,0.267,0.00026,G,0.148,-12.857,Major,0.0365,120.075,4/4,0.116
Alternative,Hoobastank,Crawling In The Dark,3wli6CFsUwYEuLZTIuCwt3,61,0.000273,0.57,175227,0.915,8.48e-05,F#,0.178,-4.802,Minor,0.105,93.54,4/4,0.676
Alternative,Counting Crows,A Long December,1tjKIXd7DYNklhVSgBxREi,60,0.469,0.398,295067,0.591,0.000588,F,0.337,-6.925,Major,0.0298,142.336,4/4,0.425
Alternative,Skillet,Back from the Dead,7y9l4rJLsXQMHciCNSgZmi,57,0.00642,0.571,213587,0.967,5.8e-06,A,0.227,-3.717,Major,0.0716,161.962,4/4,0.712
Alternative,Shinedown,Bully,0Ldlex2J63L6Dop9Pk2Rz9,56,9.03e-05,0.519,242747,0.969,0,F#,0.111,-2.34,Minor,0.0662,77.011,4/4,0.48
Alternative,Killswitch Engage,The End of Heartache,2nUy0ifVE7UwtOK4rugFsP,59,0.000287,0.469,298107,0.976,0.217,C,0.0636,-3.569,Minor,0.111,124.001,4/4,0.222
Alternative,Rise Against,Swing Life Away,6GrrkiCRO3HYdgRpO4eKEL,56,0.544,0.477,200067,0.426,0,F#,0.0903,-6.961,Major,0.043,184.866,3/4,0.789
Alternative,Ol' Dirty Bastard,Got Your Money (feat. Kelis),6YYd5MLpu45J0uLrMdivF7,63,0.0516,0.934,239547,0.459,0,C#,0.222,-7.654,Major,0.189,103.04,4/4,0.697
Alternative,A Tribe Called Quest,Electric Relaxation,0eEXcw3JLVXcRxYrVYMy68,63,0.184,0.866,226133,0.534,0.266,B,0.0929,-9.201,Major,0.229,98.243,4/4,0.841
Alternative,Brent Faiyaz,Make Luv,2CInzVilMduj9L8dDXwyUA,60,0.429,0.653,193309,0.414,5.13e-05,G#,0.114,-9.079,Minor,0.243,143.828,4/4,0.261
Alternative,Rise Against,Satellite,5sG3G54H21hNfd5etlheoe,65,0.00369,0.387,238573,0.94,0,F,0.0759,-4.16,Minor,0.0528,134.876,4/4,0.444
Alternative,Escape the Fate,Broken Heart,5LV0oQV98daZAUoWnQEW6N,58,0.0108,0.528,187372,0.861,0,D,0.268,-4.309,Major,0.0518,95.02,4/4,0.591
Alternative,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",1h2LHhmyAXi8tPNLi806JA,59,0.469,0.611,311000,0.454,1.52e-06,C,0.189,-7.436,Minor,0.201,93.004,4/4,0.444
Alternative,Gorillaz,Stylo (feat. Mos Def and Bobby Womack),6LUfuyLgvgqrykiTE6sJHY,60,0.00604,0.686,270520,0.751,0.000849,A#,0.0979,-5.747,Minor,0.0604,100.222,4/4,0.851
Alternative,X Ambassadors,American Oxygen,6r64PMqq9VxnT0Xr3439uH,63,0.151,0.385,305093,0.482,0,C,0.101,-6.757,Major,0.0311,78.495,3/4,0.322
Alternative,Weezer,Hash Pipe,2mPMFJvQ0v27gVqe5b6nDn,60,0.000121,0.578,186533,0.882,0.479,G,0.284,-6.354,Major,0.044,125.603,4/4,0.623
Alternative,Always Never,Wylin',79hkmJR3AgzYxwAM8SZwEo,57,0.111,0.497,269268,0.489,0.00167,E,0.0912,-7.849,Minor,0.0413,163.814,4/4,0.0348
Alternative,Freddie Gibbs,Education (feat. Yasiin Bey & Black Thought),7kYqWxsKFTQYSUkEmkepFF,59,0.369,0.451,262280,0.81,0,G,0.123,-6.456,Major,0.473,82.918,4/4,0.451
Alternative,Carolina Liar,Show Me What I'm Looking For,2h8iXIwEdEnQywhFC4q5e5,55,0.0133,0.449,240467,0.864,1.31e-06,A,0.0984,-1.159,Minor,0.0378,105.121,4/4,0.355
Alternative,Doja Cat,So High,1yvSMyZn27M4wEslpSvB0D,56,0.12,0.621,199747,0.585,1.91e-06,A#,0.05,-5.632,Minor,0.0457,132.004,4/4,0.668
Alternative,Steve Lacy,Hate CD,6L8EJ6DWUeQ9nsSjGB5KEX,53,0.000916,0.824,160183,0.716,0.0148,C,0.299,-7.089,Major,0.0526,107.994,4/4,0.771
Alternative,DaniLeigh,Easy,2kYB66omjIRkqPx8zRPEAH,59,0.203,0.844,186200,0.322,1.98e-06,G,0.0848,-11.815,Major,0.192,100.017,4/4,0.531
Alternative,Mudvayne,Dig,7vrLphPq4yjaX7jiDdd2Nc,60,9.62e-05,0.623,162293,0.983,0.0617,B,0.261,-3.548,Minor,0.151,134.975,4/4,0.271
Alternative,Incubus,Stellar,6ISuXA3UCPMtsyEUGUTAyn,55,0.00106,0.582,200493,0.765,0.0506,A,0.344,-6.544,Major,0.0376,128.164,4/4,0.528
Alternative,Ari Lennox,Chicago Boy,0Gx7phIMvHVT7pXk03h0rH,56,0.496,0.675,288659,0.397,5.66e-06,F#,0.333,-7.675,Minor,0.0413,119.395,4/4,0.322
Alternative,311,Charge It Up,1kjhTAxjnk8ZdqCL9FTwNf,43,0.00421,0.321,192653,0.952,0,A,0.174,-6.435,Major,0.0568,166.963,4/4,0.568
Alternative,STRFKR,Open Your Eyes,0xxm1WskKZSCvbkGjkSMr2,55,0.00549,0.67,232947,0.756,0.599,C,0.152,-4.299,Minor,0.0322,129.988,4/4,0.402
Alternative,Grizzly Bear,Two Weeks,0iTpQYzJnYgh7kIxyq8A2O,66,0.289,0.537,243160,0.712,0.00568,F,0.08,-5.597,Major,0.0286,159.871,4/4,0.704
Alternative,The 1975,Sex,0wIFAHbaUucA8mog7Y2IDD,54,1.35e-05,0.403,206987,0.971,2.22e-05,D,0.488,-4.159,Major,0.112,148.324,4/4,0.184
Alternative,311,Dodging Raindrops,0YbEtdFxLEzdX86KOlfPlW,45,0.0363,0.622,207333,0.759,0,D,0.386,-7.799,Major,0.0479,75.006,4/4,0.532
Alternative,311,Stainless,49gm1XQgbkAViHBp44GOW3,45,0.0239,0.646,230320,0.855,9.51e-06,F#,0.0616,-6.572,Minor,0.0479,127.985,4/4,0.526
Alternative,Breaking Benjamin,Feed the Wolf,7rOv6HovIJvYHXCg0cVfTk,57,3.15e-05,0.4,198040,0.982,8.2e-05,G#,0.133,-2.147,Major,0.123,155.046,3/4,0.384
Alternative,Michael W. Smith,Surrounded (Fight My Battles),73u7dTjaBTMyvs3KWOThGR,58,0.0514,0.483,300027,0.556,0.163,A#,0.0981,-8.296,Major,0.0323,140.001,4/4,0.231
Alternative,Alanis Morissette,You Oughta Know - 2015 Remaster,3jS7bB0oXVOwGFZn3aE5NV,64,0.21,0.665,249493,0.834,0,E,0.452,-7.737,Major,0.0576,105.292,4/4,0.411
Alternative,Majid Jordan,Her,6GatnDEhYQLOdRzdVbJaky,58,0.00372,0.675,300729,0.5,0.00268,C#,0.114,-6.6,Major,0.0516,90.029,4/4,0.0709
Alternative,Alina Baraz,Lavender and Velvet,57nReJa69S1lEJGYHLCKlx,56,0.401,0.684,228966,0.512,0,B,0.1,-7.232,Minor,0.0401,127.908,4/4,0.354
Alternative,Big K.R.I.T.,I Been Waitin,7tP4ZRvtO8pR36rvzpMBwA,56,0.263,0.769,146754,0.611,0.000528,C#,0.11,-4.882,Minor,0.0727,157.072,4/4,0.24
Alternative,P.O.D.,Boom,5DooySfCD1xCJ49gQm9rx7,62,0.00318,0.559,190760,0.931,1.24e-05,A,0.0624,-5.863,Major,0.0721,90.911,4/4,0.644
Alternative,Blood Orange,Birmingham,09jixLVDhgmxUCH3NjYXj0,57,0.698,0.374,93473,0.189,0,F,0.142,-9.678,Minor,0.0335,126.837,3/4,0.114
Alternative,Radiohead,No Surprises,1bSpwPhAxZwlR2enJJsv7U,67,0.0577,0.255,229120,0.393,0.00361,F,0.113,-10.654,Major,0.0278,76.426,4/4,0.118
Alternative,Rammstein,AUSLÄNDER,7j43FohbLVulScL7S9sQZk,74,0.000757,0.681,231603,0.912,0.00136,C,0.359,-4.159,Major,0.0912,125.031,4/4,0.479
Alternative,Three Days Grace,Fallen Angel,2iptAVf9jZerlywLwiGhak,60,0.00554,0.453,186147,0.911,0,D,0.0627,-3.775,Minor,0.0382,137.011,4/4,0.218
Alternative,Avenged Sevenfold,Unholy Confessions,20g7z9R1wjE7EtVnB7XEjS,58,0.000359,0.448,283827,0.875,0.00109,D,0.255,-5.446,Minor,0.0666,92.53,4/4,0.524
Alternative,Blue October,Into The Ocean,2SiqlgLMfKQbczSMRp8drY,55,0.272,0.76,239947,0.616,0,C,0.147,-6.426,Major,0.0333,108.032,4/4,0.363
Alternative,Hope Tala,Lovestained,4cTPtlhSo6NDdOe1fXzx1N,54,0.125,0.781,175281,0.684,0.00277,B,0.122,-8.083,Major,0.0676,88.966,4/4,0.585
Alternative,Casting Crowns,Praise You In This Storm,4Zyf0pjpdBBIfp4oax9PG5,56,0.011,0.37,297640,0.653,1.05e-05,F#,0.115,-6.819,Major,0.0263,164.152,4/4,0.346
Alternative,Grizfolk,Spoonful,6Y2DPBV2uBBfqQOPZnW3LD,55,0.158,0.589,189414,0.665,0,D,0.0971,-6.752,Minor,0.0453,126.877,4/4,0.462
Alternative,The White Stripes,We're Going To Be Friends,1N883b1C3trjGcx2h4E99B,57,0.687,0.533,142227,0.459,0,G,0.0773,-5.499,Major,0.0277,97.213,4/4,0.386
Alternative,From Ashes to New,Crazy,31xmybhg0i4lxMIn45aVq4,54,0.00398,0.277,185697,0.962,0,E,0.354,-3.408,Minor,0.112,95.056,4/4,0.355
Alternative,The Smashing Pumpkins,Mayonaise - Remastered,0jmKzJmUEKNbC7eU8YfOiA,53,0.000107,0.482,348773,0.528,0.543,A#,0.0839,-10.426,Major,0.0272,146.043,4/4,0.0882
Alternative,Rev Theory,Hell Yeah,2qABxQZhfAthNxszLiSsUw,60,0.000105,0.361,247613,0.98,2.84e-06,D#,0.0218,-3.375,Minor,0.0979,167.992,4/4,0.426
Alternative,Freddie Gibbs,Flat Tummy Tea,64dJmklBrioZ825A838QtG,59,0.25,0.558,154573,0.914,0,A,0.365,-6.19,Major,0.361,92.033,4/4,0.623
Alternative,Col3trane,Superpowers (with GoldLink),1iZjxPc5GJhEBl6CZOZXTw,60,0.432,0.584,182082,0.371,0,C#,0.1,-9.944,Minor,0.182,85.118,4/4,0.413
Alternative,Pop Evil,Trenches,4ilzPm2qnev5hFdUz6dDyY,56,0.000175,0.547,217880,0.95,0.00956,C,0.166,-3.482,Major,0.0577,100.008,4/4,0.594
Alternative,Nothing More,Go To War,1mU8A0bKStnhYuS043o6Je,55,0.00187,0.461,245196,0.892,1.34e-06,F#,0.0942,-4.807,Minor,0.0901,137.35,4/4,0.35
Alternative,Alina Baraz,Unfold,1cSpPl4FhWtft5fUTqRr8f,56,0.672,0.63,272143,0.501,0.00131,A,0.237,-8.714,Minor,0.0394,111.932,4/4,0.192
Alternative,Blood Orange,Good For You,57gZcMMag1nlGpIfKfKLGE,57,0.36,0.746,142657,0.563,0,C#,0.227,-9.034,Major,0.12,82.388,4/4,0.64
Alternative,Stone Temple Pilots,Plush,2TAQ9YGehOKWDqDak5DuXc,59,0.0021,0.423,310347,0.954,0,G,0.177,-3.157,Minor,0.047,144.553,4/4,0.5
Alternative,The Black Keys,Breaking Down,4s7DGDyfSty3AS71Xrtt1D,62,0.00433,0.444,205037,0.738,0.00211,D,0.165,-5.351,Major,0.0312,107.585,4/4,0.464
Alternative,Deftones,Passenger,7IoK6jZBxY7NMoQPoPXZCF,58,0.00188,0.345,368667,0.797,0.0668,C,0.145,-6.152,Major,0.0551,117.987,4/4,0.223
Alternative,Sturgill Simpson,In Bloom,5StrN0F4XI5e0BHP32THhl,52,0.0682,0.454,240640,0.366,0.247,D,0.123,-8.98,Minor,0.0304,78.465,4/4,0.264
Alternative,GoldLink,Zulu Screams (feat. Maleek Berry & Bibi Bourelly),2YRDTr0reanrGZOTsWXdek,60,0.16,0.748,177707,0.937,0.0122,F#,0.127,-5.506,Minor,0.173,126.042,4/4,0.683
Alternative,Live,All Over You,0sqE6XPi9VAaWl5NxDyMQK,54,0.00408,0.314,239547,0.809,1.92e-06,C#,0.321,-5.792,Major,0.0559,132.483,4/4,0.439
Alternative,MGMT,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,61,0.0102,0.705,299960,0.712,0.000855,F#,0.1,-6.156,Major,0.0385,97.512,4/4,0.62
Alternative,Run The Jewels,"Blockbuster Night, Pt. 1",5jQYkYhoOlBW4vJ2l4TCxl,56,0.0353,0.701,152253,0.525,2.55e-06,C#,0.0615,-7.938,Minor,0.382,75.693,4/4,0.385
Alternative,Queens of the Stone Age,I Sat By The Ocean,7oXRMDUzBPekkLRTJhSGvC,62,0.00136,0.516,235587,0.781,0.000735,G#,0.11,-4.004,Minor,0.0364,116.793,4/4,0.897
Alternative,Daughtry,Over You,7mXmxXLAnsvXKt4Q37KoMI,60,0.017,0.423,204853,0.922,0,D#,0.102,-2.602,Major,0.0411,156.063,4/4,0.567
Alternative,System Of A Down,Prison Song,3AwLxSqo1jOOMpNsgxqRNE,61,0.0202,0.495,201160,0.974,8.31e-05,C#,0.182,-3.252,Major,0.135,99.733,4/4,0.354
Alternative,Berhana,Wildin',4LGg2NY9eHp0jF3L1WbCNl,56,0.585,0.76,139613,0.48,0,C#,0.717,-8.535,Minor,0.226,90.01,4/4,0.877
Alternative,Arcade Fire,The Suburbs,2UWdUez9MB9yzL7Y81Mcip,64,0.0578,0.616,315200,0.682,0.0241,F#,0.342,-6.148,Minor,0.0265,117.78,4/4,0.528
Alternative,Frank Ocean,Close To You,1VZLEW5ZfcAbKZ94XQiSZF,59,0.192,0.827,85754,0.673,0.00136,F,0.146,-8.401,Minor,0.23,78.007,4/4,0.779
Alternative,Skillet,Rise,1W0YS64vF9qgMVLuN76aqg,58,0.0127,0.57,260787,0.921,0,E,0.818,-3.892,Minor,0.0724,87.938,4/4,0.381
Alternative,The Raconteurs,Now That You're Gone,0t3BGP2os4LjXL9TVQn6O0,60,0.261,0.506,236663,0.329,0.158,G,0.0682,-13.313,Major,0.064,200.133,3/4,0.503
Alternative,X Ambassadors,HOLD YOU DOWN,3Tiv2bF1OLCXXnuXaDKaG3,65,0.0491,0.577,197933,0.627,1.24e-06,C#,0.0766,-5.553,Minor,0.0533,78.96,4/4,0.446
Alternative,Big K.R.I.T.,K.R.I.T. HERE,0Oa00Rz1tN0X2CoV2NHdIQ,56,0.227,0.6,200669,0.85,3.18e-06,G#,0.152,-3.634,Major,0.216,143.828,4/4,0.592
Alternative,Interpol,Evil,6B182GP3TvEfmgUoIMVUSJ,61,0.00128,0.497,215827,0.738,0.653,F,0.0725,-4.09,Major,0.0396,129.078,4/4,0.599
Alternative,BANKS,The Fall,6IwwtYC8cdZj8zhTf0NU6g,57,0.4,0.423,176333,0.653,0,E,0.269,-4.238,Minor,0.0567,112.128,1/4,0.354
Alternative,Mila J,My Main,5embh0i7ZHHn3BXhjoeihX,57,0.0183,0.678,212720,0.522,0,A#,0.191,-8.785,Minor,0.0375,94.964,4/4,0.372
Alternative,Liz Phair,Why Can't I?,4z4PB23xYTg1oANmyZovsw,56,0.0273,0.487,208360,0.759,0,B,0.165,-4.849,Major,0.0405,80.958,4/4,0.227
Alternative,The Smashing Pumpkins,Zero - Remastered 2012,4YFcGTdgmEuw8xTO4XrxbB,58,3.39e-05,0.438,160173,0.73,0.553,G#,0.0509,-7.105,Major,0.0461,128.04,4/4,0.705
Alternative,Avenged Sevenfold,Almost Easy,0DkmhHO4yyqCJFjosmmWPU,59,3.56e-05,0.378,234093,0.959,0.000138,F#,0.102,-4.615,Major,0.062,174.932,4/4,0.338
Alternative,Five Finger Death Punch,Got Your Six,4BSjvDSi3ZtrSavQqgu6jO,53,9.63e-05,0.535,178100,0.986,4.9e-06,E,0.0821,-4.483,Major,0.0965,76.473,4/4,0.353
Alternative,Breaking Benjamin,Dear Agony,0c3fJd2HRi6uHWgTljIae5,56,9.86e-05,0.341,258253,0.797,0,D#,0.12,-3.476,Major,0.0435,125.015,4/4,0.241
Alternative,Foreign Air,Free Animal,5l8oNQsDDPNFUIV5M4lzRJ,61,0.0856,0.579,180400,0.584,0,F,0.0958,-7.151,Minor,0.0438,80.001,4/4,0.393
Alternative,Supergrass,Alright,5xC8uOesnn0udeXAYlAnoY,69,0.000479,0.467,180880,0.958,0.199,E,0.299,-4.808,Minor,0.0775,145.92,4/4,0.701
Alternative,Slipknot,(sic),1g8lVIsEkDaGD1nKw6fwUb,61,0.000536,0.38,199881,0.994,0.00128,G,0.0956,-4.638,Major,0.124,96.325,4/4,0.267
Alternative,Disturbed,No More,2xECSFHPgCyElhTVRaHVYP,62,0.000285,0.53,232640,0.988,0,G,0.222,-2.406,Major,0.121,101.28,3/4,0.521
Alternative,Ryan Stevenson,With Lifted Hands,68246eHScV7Ay4sl9bsxIA,55,0.15,0.434,217587,0.543,0,D,0.105,-6.973,Major,0.0292,140.092,3/4,0.438
Alternative,Five Finger Death Punch,I Refuse,3KAzxuniuBjRLG5cxcW0RP,53,0.0492,0.512,218789,0.86,0,B,0.0968,-5.139,Major,0.0604,154.995,4/4,0.366
Alternative,Static-X,Push It,6O7pihLJgeqxUnG7u9oYL2,60,0.000393,0.557,154907,0.978,4.42e-06,C,0.287,-3.965,Major,0.0493,149.887,4/4,0.499
Alternative,Queens of the Stone Age,Go With The Flow,45DElIx0dXqUH4A88yQFdE,54,0.0115,0.248,187120,0.991,0.0462,E,0.834,-3.835,Minor,0.103,159.37,4/4,0.398
Alternative,Red Hot Chili Peppers,Higher Ground - Remastered,5arVt2Wg0zbiWwAOZef2Nl,62,0.0014,0.476,202053,0.979,0.00729,E,0.0944,-3.506,Minor,0.132,140.404,4/4,0.416
Alternative,The Driver Era,Low,39Z6LCw3UEFYjQivDV1UF1,53,0.0812,0.739,210445,0.775,0.000281,D,0.237,-5.215,Minor,0.0902,135,4/4,0.755
Alternative,Three Days Grace,Just Like You,1RtnIF8uRwTLxmcR87V6Wo,58,9.4e-06,0.373,186893,0.737,0,C#,0.0696,-5.282,Major,0.0297,177.9,4/4,0.565
Alternative,Kali Uchis,Melting,2kSb3wYSOV996xA2NSmpck,57,0.182,0.573,208854,0.481,0.0793,G#,0.106,-7.775,Major,0.0357,115.28,4/4,0.305
Alternative,The 1975,A Change Of Heart,035QPHPAcqApSGMMcogT45,54,0.227,0.735,283840,0.519,0.0159,F,0.0842,-7.516,Major,0.0243,104.997,4/4,0.57
Alternative,Silverchair,Tomorrow,4MMcUEw0dn35trScNOZF2A,51,0.000412,0.312,267440,0.693,0.00018,D,0.105,-7.097,Major,0.0326,144.883,4/4,0.519
Alternative,Big K.R.I.T.,Make It Easy,5jsdv5PV5xgplwoaNc3Zzj,56,0.243,0.645,171492,0.745,0,G,0.384,-5.021,Minor,0.148,83.656,4/4,0.226
Alternative,Tantric,Breakdown,6tpGF2kYnrqO0S44jKxduZ,55,0.00936,0.569,190667,0.945,0,G#,0.121,-5.673,Minor,0.0503,100.04,4/4,0.483
Alternative,Seether,Careless Whisper,46eHxWRKmtYhUHPDRgclt6,59,5.34e-05,0.413,296973,0.943,0.00487,D,0.068,-4.173,Major,0.104,134.077,4/4,0.328
Alternative,Frank Ocean,Facebook Story,73D5hBkiVZkopZrmBZTBWf,54,0.878,0.632,68588,0.18,0,G,0.249,-20.55,Major,0.685,85.004,3/4,0.704
Alternative,The Revivalists,Keep Going,6QvAqvSvkfHLzeIilXQ9H7,53,0.0316,0.618,254853,0.815,6.68e-05,F,0.116,-5.404,Major,0.0432,96.047,4/4,0.632
Alternative,Yuna,Castaway,19zPT36WogsfBd8HIaUnt4,54,0.0223,0.623,269893,0.761,0.000246,C,0.39,-6.084,Major,0.0312,99.055,4/4,0.456
Alternative,The Neighbourhood,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,59,0.186,0.551,153000,0.881,0.0791,G,0.152,-6.099,Minor,0.0542,88.036,4/4,0.387
Alternative,Tierra Whack,Hookers,4kTkoT7mNXTJ21WwFTIDxA,55,0.687,0.702,60000,0.499,2.28e-06,E,0.159,-6.828,Minor,0.151,167.079,4/4,0.227
Alternative,The Strokes,Hard To Explain,0OM9ri37LIbPc9hffwsyb1,57,0.000456,0.408,224333,0.665,0.863,G,0.0888,-6.286,Major,0.0578,82.525,4/4,0.667
Alternative,TobyMac,I just need U.,7uvDJFly0TCWWsK48NI1fx,55,0.0928,0.755,226120,0.649,0.000177,F,0.0939,-7.573,Minor,0.0303,104.022,4/4,0.734
Alternative,Trivium,The Heart From Your Hate,5yDJpu0xh0d1w13gXaE3lS,62,0.00876,0.582,243853,0.928,5.03e-06,A#,0.297,-4.659,Minor,0.0635,113.043,4/4,0.565
